TOP.5d5a6c11.0007e1b2	START
TOP.5d5b5196.0000368d	user_options->debug_mode	0
TOP.5d5b5196.0000368d	user_options->example_hashes	0
TOP.5d5b5196.0000368d	user_options->force	0
TOP.5d5b5196.0000368d	user_options->hwmon_disable	0
TOP.5d5b5196.0000368d	user_options->hwmon_temp_abort	90
TOP.5d5b5196.0000368d	user_options->hash_mode	13100
TOP.5d5b5196.0000368d	user_options->hex_charset	0
TOP.5d5b5196.0000368d	user_options->hex_salt	0
TOP.5d5b5196.0000368d	user_options->hex_wordlist	0
TOP.5d5b5196.0000368d	user_options->increment	0
TOP.5d5b5196.0000368d	user_options->increment_max	256
TOP.5d5b5196.0000368d	user_options->increment_min	1
TOP.5d5b5196.0000368d	user_options->keep_guessing	0
TOP.5d5b5196.0000368d	user_options->kernel_accel	0
TOP.5d5b5196.0000368d	user_options->kernel_loops	0
TOP.5d5b5196.0000368d	user_options->kernel_threads	0
TOP.5d5b5196.0000368d	user_options->keyspace	0
TOP.5d5b5196.0000368d	user_options->left	0
TOP.5d5b5196.0000368d	user_options->logfile_disable	0
TOP.5d5b5196.0000368d	user_options->loopback	0
TOP.5d5b5196.0000368d	user_options->machine_readable	0
TOP.5d5b5196.0000368d	user_options->markov_classic	0
TOP.5d5b5196.0000368d	user_options->markov_disable	0
TOP.5d5b5196.0000368d	user_options->markov_threshold	256
TOP.5d5b5196.0000368d	user_options->opencl_info	0
TOP.5d5b5196.0000368d	user_options->opencl_vector_width	0
TOP.5d5b5196.0000368d	user_options->optimized_kernel_enable	0
TOP.5d5b5196.0000368d	user_options->outfile_autohex	1
TOP.5d5b5196.0000368d	user_options->outfile_check_timer	5
TOP.5d5b5196.0000368d	user_options->outfile_format	3
TOP.5d5b5196.0000368d	user_options->wordlist_autohex_disable	0
TOP.5d5b5196.0000368d	user_options->potfile_disable	0
TOP.5d5b5196.0000368d	user_options->progress_only	0
TOP.5d5b5196.0000368d	user_options->quiet	0
TOP.5d5b5196.0000368d	user_options->remove	0
TOP.5d5b5196.0000368d	user_options->remove_timer	60
TOP.5d5b5196.0000368d	user_options->restore	0
TOP.5d5b5196.0000368d	user_options->restore_disable	0
TOP.5d5b5196.0000368d	user_options->restore_timer	60
TOP.5d5b5196.0000368d	user_options->rp_files_cnt	0
TOP.5d5b5196.0000368d	user_options->rp_gen	0
TOP.5d5b5196.0000368d	user_options->rp_gen_func_max	4
TOP.5d5b5196.0000368d	user_options->rp_gen_func_min	1
TOP.5d5b5196.0000368d	user_options->rp_gen_seed	0
TOP.5d5b5196.0000368d	user_options->runtime	0
TOP.5d5b5196.0000368d	user_options->scrypt_tmto	0
TOP.5d5b5196.0000368d	user_options->segment_size	33554432
TOP.5d5b5196.0000368d	user_options->self_test_disable	0
TOP.5d5b5196.0000368d	user_options->slow_candidates	0
TOP.5d5b5196.0000368d	user_options->show	0
TOP.5d5b5196.0000368d	user_options->speed_only	0
TOP.5d5b5196.0000368d	user_options->spin_damp	8
TOP.5d5b5196.0000368d	user_options->status	0
TOP.5d5b5196.0000368d	user_options->status_timer	10
TOP.5d5b5196.0000368d	user_options->stdout_flag	0
TOP.5d5b5196.0000368d	user_options->usage	0
TOP.5d5b5196.0000368d	user_options->username	0
TOP.5d5b5196.0000368d	user_options->veracrypt_pim	0
TOP.5d5b5196.0000368d	user_options->version	0
TOP.5d5b5196.0000368d	user_options->workload_profile	2
TOP.5d5b5196.0000368d	user_options->brain_client	0
TOP.5d5b5196.0000368d	user_options->brain_client_features	2
TOP.5d5b5196.0000368d	user_options->brain_server	0
TOP.5d5b5196.0000368d	user_options->brain_port	6863
TOP.5d5b5196.0000368d	user_options->brain_session	0
TOP.5d5b5196.0000368d	hashes->hashfile	hash.txt
TOP.5d5b5196.0000368d	hashes->hashlist_mode	4
TOP.5d5b5196.0000368d	hashes->hashlist_format	0
TOP.5d5b5196.0000368d	hashes->hashes_cnt	0
TOP.5d5b5196.0000368d	hashes->digests_cnt	1
TOP.5d5b5196.0000368d	hashes->digests_done	0
TOP.5d5b5196.0000368d	hashes->salts_cnt	1
TOP.5d5b5196.0000368d	hashes->salts_done	0
TOP.5d5b5196.0000368d	SUB.5d5b5196.000666e8	START
TOP.5d5b5196.0000368d	SUB.5d5b5196.000666e8	straight_ctx->dict	E:\JCHackedTools\Dicts\passwd.txt
TOP.5d5b5196.0000368d	SUB.5d5b5196.000666e8	runtime_start	1566265750
TOP.5d5b5196.0000368d	SUB.5d5b5196.000666e8	runtime_stop	1566265750
TOP.5d5b5196.0000368d	SUB.5d5b5196.000666e8	status-after-work	5
TOP.5d5b5196.0000368d	SUB.5d5b5196.000666e8	STOP
TOP.5d5b5196.0000368d	proc_start	1566265750
TOP.5d5b5196.0000368d	proc_stop	1566265752
TOP.5d5b5196.0000368d	STOP
TOP.5d5b519d.00075bc7	START
TOP.5d5b519d.00075bc7	user_options->separator	:
TOP.5d5b519d.00075bc7	user_options->encoding_from	utf-8
TOP.5d5b519d.00075bc7	user_options->encoding_to	utf-8
TOP.5d5b519d.00075bc7	user_options->rule_buf_l	:
TOP.5d5b519d.00075bc7	user_options->rule_buf_r	:
TOP.5d5b519d.00075bc7	user_options->session	hashcat
TOP.5d5b519d.00075bc7	user_options->limit	0
TOP.5d5b519d.00075bc7	user_options->skip	0
TOP.5d5b519d.00075bc7	user_options->attack_mode	0
TOP.5d5b519d.00075bc7	user_options->benchmark	0
TOP.5d5b519d.00075bc7	user_options->benchmark_all	0
TOP.5d5b519d.00075bc7	user_options->bitmap_max	18
TOP.5d5b519d.00075bc7	user_options->bitmap_min	16
TOP.5d5b519d.00075bc7	user_options->debug_mode	0
TOP.5d5b519d.00075bc7	user_options->example_hashes	0
TOP.5d5b519d.00075bc7	user_options->force	0
TOP.5d5b519d.00075bc7	user_options->hwmon_disable	0
TOP.5d5b519d.00075bc7	user_options->hwmon_temp_abort	90
TOP.5d5b519d.00075bc7	user_options->hash_mode	13100
TOP.5d5b519d.00075bc7	user_options->hex_charset	0
TOP.5d5b519d.00075bc7	user_options->hex_salt	0
TOP.5d5b519d.00075bc7	user_options->hex_wordlist	0
TOP.5d5b519d.00075bc7	user_options->increment	0
TOP.5d5b519d.00075bc7	user_options->increment_max	256
TOP.5d5b519d.00075bc7	user_options->increment_min	1
TOP.5d5b519d.00075bc7	user_options->keep_guessing	0
TOP.5d5b519d.00075bc7	user_options->kernel_accel	0
TOP.5d5b519d.00075bc7	user_options->kernel_loops	0
TOP.5d5b519d.00075bc7	user_options->kernel_threads	0
TOP.5d5b519d.00075bc7	user_options->keyspace	0
TOP.5d5b519d.00075bc7	user_options->left	0
TOP.5d5b519d.00075bc7	user_options->logfile_disable	0
TOP.5d5b519d.00075bc7	user_options->loopback	0
TOP.5d5b519d.00075bc7	user_options->machine_readable	0
TOP.5d5b519d.00075bc7	user_options->markov_classic	0
TOP.5d5b519d.00075bc7	user_options->markov_disable	0
TOP.5d5b519d.00075bc7	user_options->markov_threshold	256
TOP.5d5b519d.00075bc7	user_options->opencl_info	0
TOP.5d5b519d.00075bc7	user_options->opencl_vector_width	0
TOP.5d5b519d.00075bc7	user_options->optimized_kernel_enable	0
TOP.5d5b519d.00075bc7	user_options->outfile_autohex	1
TOP.5d5b519d.00075bc7	user_options->outfile_check_timer	5
TOP.5d5b519d.00075bc7	user_options->outfile_format	3
TOP.5d5b519d.00075bc7	user_options->wordlist_autohex_disable	0
TOP.5d5b519d.00075bc7	user_options->potfile_disable	0
TOP.5d5b519d.00075bc7	user_options->progress_only	0
TOP.5d5b519d.00075bc7	user_options->quiet	0
TOP.5d5b519d.00075bc7	user_options->remove	0
TOP.5d5b519d.00075bc7	user_options->remove_timer	60
TOP.5d5b519d.00075bc7	user_options->restore	0
TOP.5d5b519d.00075bc7	user_options->restore_disable	0
TOP.5d5b519d.00075bc7	user_options->restore_timer	60
TOP.5d5b519d.00075bc7	user_options->rp_files_cnt	0
TOP.5d5b519d.00075bc7	user_options->rp_gen	0
TOP.5d5b519d.00075bc7	user_options->rp_gen_func_max	4
TOP.5d5b519d.00075bc7	user_options->rp_gen_func_min	1
TOP.5d5b519d.00075bc7	user_options->rp_gen_seed	0
TOP.5d5b519d.00075bc7	user_options->runtime	0
TOP.5d5b519d.00075bc7	user_options->scrypt_tmto	0
TOP.5d5b519d.00075bc7	user_options->segment_size	33554432
TOP.5d5b519d.00075bc7	user_options->self_test_disable	0
TOP.5d5b519d.00075bc7	user_options->slow_candidates	0
TOP.5d5b519d.00075bc7	user_options->show	0
TOP.5d5b519d.00075bc7	user_options->speed_only	0
TOP.5d5b519d.00075bc7	user_options->spin_damp	8
TOP.5d5b519d.00075bc7	user_options->status	0
TOP.5d5b519d.00075bc7	user_options->status_timer	10
TOP.5d5b519d.00075bc7	user_options->stdout_flag	0
TOP.5d5b519d.00075bc7	user_options->usage	0
TOP.5d5b519d.00075bc7	user_options->username	0
TOP.5d5b519d.00075bc7	user_options->veracrypt_pim	0
TOP.5d5b519d.00075bc7	user_options->version	0
TOP.5d5b519d.00075bc7	user_options->workload_profile	2
TOP.5d5b519d.00075bc7	user_options->brain_client	0
TOP.5d5b519d.00075bc7	user_options->brain_client_features	2
TOP.5d5b519d.00075bc7	user_options->brain_server	0
TOP.5d5b519d.00075bc7	user_options->brain_port	6863
TOP.5d5b519d.00075bc7	user_options->brain_session	0
TOP.5d5b519d.00075bc7	hashes->hashfile	hash.txt
TOP.5d5b519d.00075bc7	hashes->hashlist_mode	4
TOP.5d5b519d.00075bc7	hashes->hashlist_format	0
TOP.5d5b519d.00075bc7	hashes->hashes_cnt	0
TOP.5d5b519d.00075bc7	hashes->digests_cnt	1
TOP.5d5b519d.00075bc7	hashes->digests_done	0
TOP.5d5b519d.00075bc7	hashes->salts_cnt	1
TOP.5d5b519d.00075bc7	hashes->salts_done	0
TOP.5d5b519d.00075bc7	SUB.5d5b519d.000dcbc0	START
TOP.5d5b519d.00075bc7	SUB.5d5b519d.000dcbc0	straight_ctx->dict	E:\JCHackedTools\Dicts\password.txt
TOP.5d5b519d.00075bc7	SUB.5d5b519d.000dcbc0	runtime_start	1566265758
TOP.5d5b519d.00075bc7	SUB.5d5b519d.000dcbc0	runtime_stop	1566265758
TOP.5d5b519d.00075bc7	SUB.5d5b519d.000dcbc0	status-after-work	5
TOP.5d5b519d.00075bc7	SUB.5d5b519d.000dcbc0	STOP
TOP.5d5b519d.00075bc7	proc_start	1566265757
TOP.5d5b519d.00075bc7	proc_stop	1566265759
TOP.5d5b519d.00075bc7	STOP
TOP.5d5b51ae.00048172	START
TOP.5d5b51ae.00048172	user_options->separator	:
TOP.5d5b51ae.00048172	user_options->encoding_from	utf-8
TOP.5d5b51ae.00048172	user_options->encoding_to	utf-8
TOP.5d5b51ae.00048172	user_options->rule_buf_l	:
TOP.5d5b51ae.00048172	user_options->rule_buf_r	:
TOP.5d5b51ae.00048172	user_options->session	hashcat
TOP.5d5b51ae.00048172	user_options->limit	0
TOP.5d5b51ae.00048172	user_options->skip	0
TOP.5d5b51ae.00048172	user_options->attack_mode	0
TOP.5d5b51ae.00048172	user_options->benchmark	0
TOP.5d5b51ae.00048172	user_options->benchmark_all	0
TOP.5d5b51ae.00048172	user_options->bitmap_max	18
TOP.5d5b51ae.00048172	user_options->bitmap_min	16
TOP.5d5b51ae.00048172	user_options->debug_mode	0
TOP.5d5b51ae.00048172	user_options->example_hashes	0
TOP.5d5b51ae.00048172	user_options->force	0
TOP.5d5b51ae.00048172	user_options->hwmon_disable	0
TOP.5d5b51ae.00048172	user_options->hwmon_temp_abort	90
TOP.5d5b51ae.00048172	user_options->hash_mode	13100
TOP.5d5b51ae.00048172	user_options->hex_charset	0
TOP.5d5b51ae.00048172	user_options->hex_salt	0
TOP.5d5b51ae.00048172	user_options->hex_wordlist	0
TOP.5d5b51ae.00048172	user_options->increment	0
TOP.5d5b51ae.00048172	user_options->increment_max	256
TOP.5d5b51ae.00048172	user_options->increment_min	1
TOP.5d5b51ae.00048172	user_options->keep_guessing	0
TOP.5d5b51ae.00048172	user_options->kernel_accel	0
TOP.5d5b51ae.00048172	user_options->kernel_loops	0
TOP.5d5b51ae.00048172	user_options->kernel_threads	0
TOP.5d5b51ae.00048172	user_options->keyspace	0
TOP.5d5b51ae.00048172	user_options->left	0
TOP.5d5b51ae.00048172	user_options->logfile_disable	0
TOP.5d5b51ae.00048172	user_options->loopback	0
TOP.5d5b51ae.00048172	user_options->machine_readable	0
TOP.5d5b51ae.00048172	user_options->markov_classic	0
TOP.5d5b51ae.00048172	user_options->markov_disable	0
TOP.5d5b51ae.00048172	user_options->markov_threshold	256
TOP.5d5b51ae.00048172	user_options->opencl_info	0
TOP.5d5b51ae.00048172	user_options->opencl_vector_width	0
TOP.5d5b51ae.00048172	user_options->optimized_kernel_enable	0
TOP.5d5b51ae.00048172	user_options->outfile_autohex	1
TOP.5d5b51ae.00048172	user_options->outfile_check_timer	5
TOP.5d5b51ae.00048172	user_options->outfile_format	3
TOP.5d5b51ae.00048172	user_options->wordlist_autohex_disable	0
TOP.5d5b51ae.00048172	user_options->potfile_disable	0
TOP.5d5b51ae.00048172	user_options->progress_only	0
TOP.5d5b51ae.00048172	user_options->quiet	0
TOP.5d5b51ae.00048172	user_options->remove	0
TOP.5d5b51ae.00048172	user_options->remove_timer	60
TOP.5d5b51ae.00048172	user_options->restore	0
TOP.5d5b51ae.00048172	user_options->restore_disable	0
TOP.5d5b51ae.00048172	user_options->restore_timer	60
TOP.5d5b51ae.00048172	user_options->rp_files_cnt	0
TOP.5d5b51ae.00048172	user_options->rp_gen	0
TOP.5d5b51ae.00048172	user_options->rp_gen_func_max	4
TOP.5d5b51ae.00048172	user_options->rp_gen_func_min	1
TOP.5d5b51ae.00048172	user_options->rp_gen_seed	0
TOP.5d5b51ae.00048172	user_options->runtime	0
TOP.5d5b51ae.00048172	user_options->scrypt_tmto	0
TOP.5d5b51ae.00048172	user_options->segment_size	33554432
TOP.5d5b51ae.00048172	user_options->self_test_disable	0
TOP.5d5b51ae.00048172	user_options->slow_candidates	0
TOP.5d5b51ae.00048172	user_options->show	0
TOP.5d5b51ae.00048172	user_options->speed_only	0
TOP.5d5b51ae.00048172	user_options->spin_damp	8
TOP.5d5b51ae.00048172	user_options->status	0
TOP.5d5b51ae.00048172	user_options->status_timer	10
TOP.5d5b51ae.00048172	user_options->stdout_flag	0
TOP.5d5b51ae.00048172	user_options->usage	0
TOP.5d5b51ae.00048172	user_options->username	0
TOP.5d5b51ae.00048172	user_options->veracrypt_pim	0
TOP.5d5b51ae.00048172	user_options->version	0
TOP.5d5b51ae.00048172	user_options->workload_profile	2
TOP.5d5b51ae.00048172	user_options->brain_client	0
TOP.5d5b51ae.00048172	user_options->brain_client_features	2
TOP.5d5b51ae.00048172	user_options->brain_server	0
TOP.5d5b51ae.00048172	user_options->brain_port	6863
TOP.5d5b51ae.00048172	user_options->brain_session	0
TOP.5d5b51ae.00048172	hashes->hashfile	hash.txt
TOP.5d5b51ae.00048172	hashes->hashlist_mode	4
TOP.5d5b51ae.00048172	hashes->hashlist_format	0
TOP.5d5b51ae.00048172	hashes->hashes_cnt	0
TOP.5d5b51ae.00048172	hashes->digests_cnt	1
TOP.5d5b51ae.00048172	hashes->digests_done	0
TOP.5d5b51ae.00048172	hashes->salts_cnt	1
TOP.5d5b51ae.00048172	hashes->salts_done	0
TOP.5d5b51ae.00048172	SUB.5d5b51ae.00094383	START
TOP.5d5b51ae.00048172	SUB.5d5b51ae.00094383	straight_ctx->dict	E:\JCHackedTools\Dicts\top100.txt
TOP.5d5b51ae.00048172	SUB.5d5b51ae.00094383	runtime_start	1566265774
TOP.5d5b51ae.00048172	SUB.5d5b51ae.00094383	runtime_stop	1566265774
TOP.5d5b51ae.00048172	SUB.5d5b51ae.00094383	status-after-work	5
TOP.5d5b51ae.00048172	SUB.5d5b51ae.00094383	STOP
TOP.5d5b51ae.00048172	proc_start	1566265774
TOP.5d5b51ae.00048172	proc_stop	1566265775
TOP.5d5b51ae.00048172	STOP
TOP.5d5b539b.0008036e	START
TOP.5d5b539b.0008036e	user_options->separator	:
TOP.5d5b539b.0008036e	user_options->encoding_from	utf-8
TOP.5d5b539b.0008036e	user_options->encoding_to	utf-8
TOP.5d5b539b.0008036e	user_options->rule_buf_l	:
TOP.5d5b539b.0008036e	user_options->rule_buf_r	:
TOP.5d5b539b.0008036e	user_options->session	hashcat
TOP.5d5b539b.0008036e	user_options->limit	0
TOP.5d5b539b.0008036e	user_options->skip	0
TOP.5d5b539b.0008036e	user_options->attack_mode	0
TOP.5d5b539b.0008036e	user_options->benchmark	0
TOP.5d5b539b.0008036e	user_options->benchmark_all	0
TOP.5d5b539b.0008036e	user_options->bitmap_max	18
TOP.5d5b539b.0008036e	user_options->bitmap_min	16
TOP.5d5b539b.0008036e	user_options->debug_mode	0
TOP.5d5b539b.0008036e	user_options->example_hashes	0
TOP.5d5b539b.0008036e	user_options->force	0
TOP.5d5b539b.0008036e	user_options->hwmon_disable	0
TOP.5d5b539b.0008036e	user_options->hwmon_temp_abort	90
TOP.5d5b539b.0008036e	user_options->hash_mode	13100
TOP.5d5b539b.0008036e	user_options->hex_charset	0
TOP.5d5b539b.0008036e	user_options->hex_salt	0
TOP.5d5b539b.0008036e	user_options->hex_wordlist	0
TOP.5d5b539b.0008036e	user_options->increment	0
TOP.5d5b539b.0008036e	user_options->increment_max	256
TOP.5d5b539b.0008036e	user_options->increment_min	1
TOP.5d5b539b.0008036e	user_options->keep_guessing	0
TOP.5d5b539b.0008036e	user_options->kernel_accel	0
TOP.5d5b539b.0008036e	user_options->kernel_loops	0
TOP.5d5b539b.0008036e	user_options->kernel_threads	0
TOP.5d5b539b.0008036e	user_options->keyspace	0
TOP.5d5b539b.0008036e	user_options->left	0
TOP.5d5b539b.0008036e	user_options->logfile_disable	0
TOP.5d5b539b.0008036e	user_options->loopback	0
TOP.5d5b539b.0008036e	user_options->machine_readable	0
TOP.5d5b539b.0008036e	user_options->markov_classic	0
TOP.5d5b539b.0008036e	user_options->markov_disable	0
TOP.5d5b539b.0008036e	user_options->markov_threshold	256
TOP.5d5b539b.0008036e	user_options->opencl_info	0
TOP.5d5b539b.0008036e	user_options->opencl_vector_width	0
TOP.5d5b539b.0008036e	user_options->optimized_kernel_enable	0
TOP.5d5b539b.0008036e	user_options->outfile_autohex	1
TOP.5d5b539b.0008036e	user_options->outfile_check_timer	5
TOP.5d5b539b.0008036e	user_options->outfile_format	3
TOP.5d5b539b.0008036e	user_options->wordlist_autohex_disable	0
TOP.5d5b539b.0008036e	user_options->potfile_disable	0
TOP.5d5b539b.0008036e	user_options->progress_only	0
TOP.5d5b539b.0008036e	user_options->quiet	0
TOP.5d5b539b.0008036e	user_options->remove	0
TOP.5d5b539b.0008036e	user_options->remove_timer	60
TOP.5d5b539b.0008036e	user_options->restore	0
TOP.5d5b539b.0008036e	user_options->restore_disable	0
TOP.5d5b539b.0008036e	user_options->restore_timer	60
TOP.5d5b539b.0008036e	user_options->rp_files_cnt	0
TOP.5d5b539b.0008036e	user_options->rp_gen	0
TOP.5d5b539b.0008036e	user_options->rp_gen_func_max	4
TOP.5d5b539b.0008036e	user_options->rp_gen_func_min	1
TOP.5d5b539b.0008036e	user_options->rp_gen_seed	0
TOP.5d5b539b.0008036e	user_options->runtime	0
TOP.5d5b539b.0008036e	user_options->scrypt_tmto	0
TOP.5d5b539b.0008036e	user_options->segment_size	33554432
TOP.5d5b539b.0008036e	user_options->self_test_disable	0
TOP.5d5b539b.0008036e	user_options->slow_candidates	0
TOP.5d5b539b.0008036e	user_options->show	0
TOP.5d5b539b.0008036e	user_options->speed_only	0
TOP.5d5b539b.0008036e	user_options->spin_damp	8
TOP.5d5b539b.0008036e	user_options->status	0
TOP.5d5b539b.0008036e	user_options->status_timer	10
TOP.5d5b539b.0008036e	user_options->stdout_flag	0
TOP.5d5b539b.0008036e	user_options->usage	0
TOP.5d5b539b.0008036e	user_options->username	0
TOP.5d5b539b.0008036e	user_options->veracrypt_pim	0
TOP.5d5b539b.0008036e	user_options->version	0
TOP.5d5b539b.0008036e	user_options->workload_profile	2
TOP.5d5b539b.0008036e	user_options->brain_client	0
TOP.5d5b539b.0008036e	user_options->brain_client_features	2
TOP.5d5b539b.0008036e	user_options->brain_server	0
TOP.5d5b539b.0008036e	user_options->brain_port	6863
TOP.5d5b539b.0008036e	user_options->brain_session	0
TOP.5d5b539b.0008036e	hashes->hashfile	hash.txt
TOP.5d5b539b.0008036e	hashes->hashlist_mode	4
TOP.5d5b539b.0008036e	hashes->hashlist_format	0
TOP.5d5b539b.0008036e	hashes->hashes_cnt	0
TOP.5d5b539b.0008036e	hashes->digests_cnt	1
TOP.5d5b539b.0008036e	hashes->digests_done	0
TOP.5d5b539b.0008036e	hashes->salts_cnt	1
TOP.5d5b539b.0008036e	hashes->salts_done	0
TOP.5d5b53a2.00004760	START
TOP.5d5b53a2.00004760	user_options->separator	:
TOP.5d5b53a2.00004760	user_options->encoding_from	utf-8
TOP.5d5b53a2.00004760	user_options->encoding_to	utf-8
TOP.5d5b53a2.00004760	user_options->rule_buf_l	:
TOP.5d5b53a2.00004760	user_options->rule_buf_r	:
TOP.5d5b53a2.00004760	user_options->session	hashcat
TOP.5d5b53a2.00004760	user_options->limit	0
TOP.5d5b53a2.00004760	user_options->skip	0
TOP.5d5b53a2.00004760	user_options->attack_mode	0
TOP.5d5b53a2.00004760	user_options->benchmark	0
TOP.5d5b53a2.00004760	user_options->benchmark_all	0
TOP.5d5b53a2.00004760	user_options->bitmap_max	18
TOP.5d5b53a2.00004760	user_options->bitmap_min	16
TOP.5d5b53a2.00004760	user_options->debug_mode	0
TOP.5d5b53a2.00004760	user_options->example_hashes	0
TOP.5d5b53a2.00004760	user_options->force	0
TOP.5d5b53a2.00004760	user_options->hwmon_disable	0
TOP.5d5b53a2.00004760	user_options->hwmon_temp_abort	90
TOP.5d5b53a2.00004760	user_options->hash_mode	13100
TOP.5d5b53a2.00004760	user_options->hex_charset	0
TOP.5d5b53a2.00004760	user_options->hex_salt	0
TOP.5d5b53a2.00004760	user_options->hex_wordlist	0
TOP.5d5b53a2.00004760	user_options->increment	0
TOP.5d5b53a2.00004760	user_options->increment_max	256
TOP.5d5b53a2.00004760	user_options->increment_min	1
TOP.5d5b53a2.00004760	user_options->keep_guessing	0
TOP.5d5b53a2.00004760	user_options->kernel_accel	0
TOP.5d5b53a2.00004760	user_options->kernel_loops	0
TOP.5d5b53a2.00004760	user_options->kernel_threads	0
TOP.5d5b53a2.00004760	user_options->keyspace	0
TOP.5d5b53a2.00004760	user_options->left	0
TOP.5d5b53a2.00004760	user_options->logfile_disable	0
TOP.5d5b53a2.00004760	user_options->loopback	0
TOP.5d5b53a2.00004760	user_options->machine_readable	0
TOP.5d5b53a2.00004760	user_options->markov_classic	0
TOP.5d5b53a2.00004760	user_options->markov_disable	0
TOP.5d5b53a2.00004760	user_options->markov_threshold	256
TOP.5d5b53a2.00004760	user_options->opencl_info	0
TOP.5d5b53a2.00004760	user_options->opencl_vector_width	0
TOP.5d5b53a2.00004760	user_options->optimized_kernel_enable	0
TOP.5d5b53a2.00004760	user_options->outfile_autohex	1
TOP.5d5b53a2.00004760	user_options->outfile_check_timer	5
TOP.5d5b53a2.00004760	user_options->outfile_format	3
TOP.5d5b53a2.00004760	user_options->wordlist_autohex_disable	0
TOP.5d5b53a2.00004760	user_options->potfile_disable	0
